SKU,Nombre,Precio,Marca,Laboratorio,Codigo_Barras_1,Codigo_Barras_2,Codigo_Barras_3,Codigo_Barras_4,Categoria,Es_Medicamento
72835,Contorno De Ojos Liftactiv Specialist B3 FPS50+ ,98846.7,VICHY,VICHY,3337875918534,,,,Dermocosmética,
73072,Mousse Cleanser Air Foam ,36890,Cerave,,3337875925358,,,,Cremas Corporales,
72839,Refill Crema Hidratante Corporal Piel Seca,43042.4,Cerave,,3337875905626,,,,Cremas Corporales,
72840,Refill Locion Hidratante Piel Seca ,39248.9,Cerave,,3337875905633,,,,Cremas Corporales,
73078,POLO CLUB WELLINGTON (M) RED PACK EDPX90 + DEO,38470.7,Polo Club,PADOC (ACTIVE COSM.),7798332023868,,,,,
73130,Manteca De Cacao Raspberry,2536.69,Sanacutis,INCA,7790243010753,,,,Protectores Labiales,
73131,Manteca De Cacao Red Grape,2536.69,Sanacutis,INCA,7790243010746,,,,Labios,
73054,Perfume Blancanieves Lata,13683.3,Jactans,JACTANS,7798327348679,,,,Fragancia Niños y Bebés,
73055,Perfume Blancanieves Vestido,14722.4,Jactans,JACTANS,7798435050617,,,,,
73052,Perfume Capybara Lata ,13683.3,Jactans,JACTANS,7798435050877,,,,Fragancia Niños y Bebés,
73053,Perfume Capybara c/Figura Para Recortar ,6542.39,Jactans,JACTANS,7798435050884,,,,Fragancia Niños y Bebés,
73057,Perfume Frozen Vestido ,14722.4,Jactans,JACTANS,7798435050815,,,,Fragancia Niños y Bebés,
73056,Perfume Frozen ,10632.4,Kaloo,PERFUMES INTERNAC.,7798435050570,,,,Fragancia Niños y Bebés,
73059,Perfume Minnie y Mickey Lata,13683.3,Jactans,JACTANS,7798327348761,,,,Fragancia Niños y Bebés,
73061,Perfume Mickey Orejitas,11450.4,Jactans,JACTANS,7798435050747,,,,Fragancia Niños y Bebés,
73060,Perfume Mickey y Minnie Beso,16031.2,Kaloo,PERFUMES INTERNAC.,7798327349461,,,,Fragancia Niños y Bebés,
73062,Fragancia Minnie Orejitas ,11450.4,Jactans,JACTANS,7798435050730,,,,Fragancia Niños y Bebés,
73066,Perfume Lata Peppa Pig ,13904.4,Jactans,JACTANS,7798327348648,,,,Fragancia Niños y Bebés,
73058,Perfume Rey León Lata ,12268.4,Jactans,JACTANS,7798327348686,,,,Fragancia Niños y Bebés,
73067,Balsamo Labial En Bolsita ,3761.18,DISNEY,,7798435050594,,,,Fragancia Niños y Bebés,
73064,Perfume en Lata Stitch ,13495.3,DISNEY,,7798327348709,,,,Fragancia Niños y Bebés,
73063,Perfume Stitch Ventana ,10632.4,DISNEY,,7798327342103,,,,Fragancia Niños y Bebés,
73065,Perfume Stitch Frutilla,10946.2,DISNEY,,7798435050846,,,,Fragancia Niños y Bebés,
73093,Shampoo + Acondicionador + Gel de Ducha 3en1 Paw Patrol Chase,17612.9,ALGABO,ALGABO,7791274201424,,,,Fragancia Niños y Bebés,
73094,Shampoo + Acondicionador + Gel de Ducha 3en1 Paw Patrol Skye,17612.9,ALGABO,ALGABO,7791274201417,,,,Bebés y Maternidad,
72873,Crema Facial Hyaluron Dieciocho ,15657.2,CHER,CDIMEX SA,7798422001202,,,,Cremas y Máscaras Faciales,
72874,Crema Facial Ultraglow Dieciocho ,15657.2,CHER,CDIMEX SA,7798422001219,,,,Cremas y Máscaras Faciales,
72875,Gel D Limpieza Facial Luminous Cleansing ,16371.8,CHER,CDIMEX SA,7798422001158,,,,Cremas y Máscaras Faciales,
72877,Desmaquillante Bifasico Waterprof ,21058.9,CHER,CDIMEX SA,7798422001172,,,,Limpieza y Desmaquillante,
72876,Agua Micelar Luminous Dieciocho,15389,CHER,CDIMEX SA,7798422001165,,,,Limpieza y Desmaquillante,
72878,Serum Hyaluron Dieciocho,25637.3,CHER,CDIMEX SA,7798336949829,,,,Cremas y Máscaras Faciales,
72879,Serum Ultraglow Dieciocho,25637.3,CHER,CDIMEX SA,7798336949843,,,,Cremas y Máscaras Faciales,
73081,TASCANI DISTINTO (H) PACK EDP + DEO,29105.5,Tascani,PADOC (ACTIVE COSM.),7798332023479,,,,,
73095,SPIDERMAN BODY SPLASH SPRAY   X125ML,6952.46,,,7791274197970,,,,,
73074,KEVINGSTON NOMADE OCEAN EDP X50 ML,29449.2,KEVINGSTON,AMURRIO,7798322505725,,,,,
72851,ARM&HAMMER COMPLETE CARE C/BICARBONATO CREMA X170G,5713.66,,,33200180531,,,,,
73327,"RAID MATA MOSQUITOS MINI AEROSOL X43,7 ML",14304.3,Raid,CERAS JOHNSONS,7790520027023,,,,,
73325,RAID PROTECCION 360 APARATO + REPUESTO,19225,Raid,CERAS JOHNSONS,7790520028310,,,,,
73293,PHOTODERM XDEFENSE ULTRA-FLUID F50 TONO 02 CR.X40,69562.3,Bioderma,Bioderma,3701129813638,,,,,
73294,PHOTODERM XDEFENSE ULTRA-FLUID F50 TONO 03 CR.X40,69562.3,Bioderma,Bioderma,3701129813645,,,,,
73295,PHOTODERM XDEFENSE ULTRA-FLUID F50 INVISIB. CR.X40,69562.3,Bioderma,Bioderma,3701129813614,,,,,
73292,SEBIUM KERATO+   CREMA x30ML,75222.1,Bioderma,Bioderma,3701129805367,,,,,
73238,Pañal Toddler Deluxe Pequeño,3394.5,Toddler,WELLA,7798311610379,,,,Pañales,
72809,DELINEADOR LABIAL LIFTER LINER PLAYER,16409.6,,,41554094183,,,,,
54637,Rubor Líquido Sunkisser Matte Blush 30 Pink Mirage,21340.9,MAYBELLINE,MAYBELLINE,3600531694180,,,,Rostro,
52205,Rubor Líquido Sunkisser Matte Blush 32 Lilac Clouds,21340.9,MAYBELLINE,MAYBELLINE,3600531694203,,,,Rostro,
54194,Rubor Líquido Sunkisser Matte Blush 33 Berry Brunch ,21340.9,MAYBELLINE,MAYBELLINE,3600531694210,,,,Rostro,
32943,Rubor Líquido Sunkisser Matte Blush 35 SPRITZY ORANGE,21340.9,MAYBELLINE,MAYBELLINE,3600531694234,,,,Rostro,
73144,Colageno I - II Plus Incaico Capsulas x30,24300,INCAICO,,7797290000867,,,,,true
73347,CITRATO DE MAGNESIO LEMONADE POLVO X192gr,17600,,,7792981071393,,,,,true
73114,Creatina + Electrolitos Pink Lemonade x302gr,33108,Ena,Ena,7792981071379,,,,Nutrición y Deportes,true
73346,VITALGEN COLAGENO HIDROLIZADO BLUEBERRY POL X360g,34967.4,,,7792981070846,,,,,true
72971,ALA LAVADO A MANO ECO LAVADO DOY PACK J.LIQUIDx800,2931.95,,,7791290794634,,,,,
73204,CIF DESINFECTANTE FLORAL AEROSOL X360,3814.54,,,7791290796362,,,,,
73218,Desodorante Serum Cream Piel Sensible ,4139.49,DOVE,UNILEVER,7891150096790,,,,Desodorantes Unisex,
72980,Antitranspirante Roll-On fresh Care Durazno ,3588.78,DOVE,UNILEVER,78948310,,,,,
73211,GRANBY CONCENTENT.LIMON JAB.LIQUIDO P/DILUIR X500,6388.89,,,7791290796478,,,,,
73213,GRANBY CONCENTRAD.LIMON J.LIQ.P/DILUIRx500+BOTELLA,7754.25,,,7791290796522,,,,,
73222,Mascara Tratamiento Toque De Seda ,4889.51,Sedal,UNILEVER,7891150101647,,,,Cuidado del Cabello,
73221,SEDAL TOQUE SEDA SERUM CAPILAR X100ML,7391.41,,,7891150101784,,,,,
73219,Serum + Oleo Toque De Seda ,6910.63,Sedal,UNILEVER,7891150101777,,,,Cuidado del Cabello,
73207,SKIP CONCENTRADO FRES.ACTIVA ANTI OLOR JAB.LIQx800,11298.8,,,7791290796423,,,,,
73208,SKIP CONCENT.F.ACTIVA ANT.OLOR DOYPACK JAB.LIQx800,9596.14,,,7791290796454,,,,,
73206,SKIP CONCENTRADO CUID.ACTIVO C.VIBRANT.JAB.LIQx800,11298.8,,,7791290796416,,,,,
73209,SKIP CONCENT.C.ACTIVO C.VIBRAN.DOYPACK JAB.LIQx800,9596.14,,,7791290796447,,,,,
73210,SKIP CONCENT.L.ACTIVO FRAG.CON.DOYPACK JAB.LIQx800,9596.14,,,7791290796430,,,,,
73205,SKIP LIMP.ACTIVA FRAG.EXTRAORD.CIC.CTO.JAB.LIQx800,11298.8,,,7791290796409,,,,,
73244,Pañal Toddler Deluxe XXG ,14537,Toddler,WELLA,7798311610362,,,,Bebés y Maternidad,
73243,Pañal Toddler Deluxe XG,14537,Toddler,WELLA,7798311610355,,,,,
73240,Pañal Toddler Deluxe G,3394.5,Toddler,WELLA,7798311610393,,,,Bebés y Maternidad,
73239,Pañal Toddler Deluxe M,3394.5,Toddler,WELLA,7798311610386,,,,Bebés y Maternidad,
73241,Pañal Toddler Deluxe XG,3394.5,Toddler,WELLA,7798311610409,,,,Bebés y Maternidad,
73242,Pañal Toddler Deluxe XXG,3394.5,Toddler,WELLA,7798311610416,,,,Bebés y Maternidad,
73073,Crema Anti Rugosidades Alisadora ,51890,Cerave,,3337875684101,,,,Cremas y Máscaras Faciales,
73224,Shampoo Refill Dercos Antigrasa Caspa ,61338.4,VICHY,VICHY,3337875902830,,,,Shampoo,
73225,Shampoo Dercos Anticaida Energizante Refill ,61338.4,VICHY,VICHY,3337875902823,,,,Cuidado del Cabello,
72545,VICHY ANTITRANSPIR.7 DIAS CREMA TRATAMIENTO X30,46795.1,,,3337871310455,,,,,
72544,Desodorante Mineral Roll On ,51049.2,VICHY,VICHY,3337875553278,,,,Cuidado del Cabello,
72543,VICHY ANTITRANSPIR.STRESS RESIST INTENSIVO 72hsX50,51049.2,,,3337871324001,,,,,
73223,LIPIKAR LAVANT REFILL GEL X400ML,46825,LA ROCHE POSAY,LA ROCHE,3337875905510,,,,,
73010,ELMEX CEPILLO SENSITIVE PROFESSIONAL X2,10803.9,Elmex,COLGATE PALMOLIVE,7509546690308,,,,,
73011,COLGATE PERIOGARD USO DIARIO ENJUAGUE BUCAL X500,13995.6,,,7509546668758,,,,,
73158,EUCERIN SOLAR HYDRO FLUID TINTED T.CLARO FPS50 X50,38653.4,,,4006000127026,,,,,
73159,EUCERIN SOLAR HYDRO FLUID TINTED T.MEDIO FPS50 X50,38653.4,,,4006000127033,,,,,
73369,LABIAL LIQUIDO CHER DIECIOCHO VINYL PEACHY DREAM,14758.3,CHER,CDIMEX SA,7798422002254,,,,,
73370,Labial Líquido Dieciocho Vinyl Dusty Petal ,11806.6,CHER,CDIMEX SA,7798422002261,,,,Labios,
73371,Labial Líquido Dieciocho Vinyl Wild Rose,11806.6,CHER,CDIMEX SA,7798422002278,,,,Labios,
73372,Labial Dieciocho Vinyl Red Velvet,11806.6,CHER,CDIMEX SA,7798422002285,,,,Labios,
47483,Base Líquida Resist Avena 02,17409.3,MAYBELLINE,MAYBELLINE,7509552957747,,,,Rostro,
47487,Base Líquida Resist Trigo 04,17409.3,MAYBELLINE,MAYBELLINE,7509552957761,,,,Rostro,
47488,BASE LIQUIDA RESIST 30HS.VOGUE CREMA 01,17409.3,MAYBELLINE,MAYBELLINE,7509552957785,,,,Rostro,
73382,Serum Cream Anti Oscurecimiento ,4139.49,DOVE,UNILEVER,7891150096783,,,,Cremas Corporales,
73381,Desodorante Crema Serum Antitranspirante Reparación Diaria ,4139.49,DOVE,UNILEVER,7891150094741,,,,Desodorantes Unisex,
64873,CINTA D3 TAPE NEUROMUSCULAR NEGRO 5cmX6mtsX1UNIDAD,16155.8,,,9421902827051,,,,,
73388,Desodorante en Aerosol All Body Deo Fig & Suede,5472.16,Dove Men,UNILEVER,7791293051642,,,,Desodorantes Masculinos,
73383,Desodorante en Aerosol All Body Deo Lavender & Camomile,5472.4,DOVE,UNILEVER,7791293051659,,,,Desodorantes Unisex,
73384,Desodorante en Aerosol All Body Deo Raspberry,5472.4,DOVE,UNILEVER,7791293051666,,,,Desodorantes Unisex,
73386,Desodorante en crema para All Body Lavander & Camomile,9554.95,DOVE,UNILEVER,7891150102811,,,,Desodorantes Femeninos,
73385,Desodorante en Crema All Body Deo Raspberry & Rose,9554.95,DOVE,UNILEVER,7891150102828,,,,Desodorantes Unisex,
73389,Desodorante en aerosol All Body Deo Active Fresh ,4602.76,Rexona,UNILEVER,7791293051581,,,,Desodorantes Masculinos,
73394,Desodorante en aerosol All Body Deo Fresh Citrus ,4602.75,Rexona,UNILEVER,7791293051550,,,,Desodorantes Masculinos,
73390,Desodorante en aerosol All Body Deo Ocean Rush,4602.76,Rexona,UNILEVER,7791293051574,,,,Desodorantes Masculinos,
73393,Desodorante en aerosol All Body Deo Wild Rose ,4602.75,Rexona,UNILEVER,7791293051543,,,,Desodorantes Femeninos,
73391,Desodorante en crema All Body Deo ocean Rush,7205.57,Rexona,UNILEVER,7891150102835,,,,Desodorantes Masculinos,
73392,Desodorante en crema All Body Deo Wild Rose,8036.54,Rexona,UNILEVER,7891150102859,,,,Desodorantes Masculinos,
73326,"RAID PROTECCION 360 REPUESTO LIQUIDO X32,9 ML",16221.1,Raid,CERAS JOHNSONS,7790520028334,,,,,
73077,POLO CLUB WELLINGTON (M) SHINE RUBY ELIXIR EDPX100,41133.4,Polo Club,PADOC (ACTIVE COSM.),7798332024414,,,,,
73586,Pack Tote Shine Golden R Edp 100ml + Deo 127ml,39658.1,Polo Club,PADOC (ACTIVE COSM.),7798332024711,,,,,
73589,Pack Tote Shine Ruby Elixir Tote + Edp x100,45448.7,Polo Club,PADOC (ACTIVE COSM.),7798332024728,,,,,
73574,Limpiador Facial Diario Para Piel Grasa,32651.8,Cetaphil,GALDERMA PERFUMERIA,3499320012812,,,,Cuidado de la Piel,
73575,Loción Limpiadora Para Piel Sensible,11615.9,Cetaphil,GALDERMA PERFUMERIA,7897930779013,,,,Cuidado de la Piel,
73387,Desodorante Men All Body Shea Butter & Cedar,5472.16,DOVE,UNILEVER,7791293051635,,,,Desodorantes Masculinos,
73511,Protectores Diarios Normal c/Calendula ,1394.97,Calipso,Aconcagua,7790770603015,,,,Protección Femenina,
73514,Protectores Diarios Normal con Calendula ,2976.64,Nosotras,Aconcagua,7790770603008,,,,Protección Femenina,
73488,Crema Dental Total 12 Clean Mint ,6764.57,COLGATE,COLGATE PALMOLIVE,7509546702605,,,,Cremas Dentales,
72974,Cepillo de Dientes Pro Cuidado Carbon x2u,5898.35,COLGATE,COLGATE PALMOLIVE,7509546694986,,,,Cepillos Dentales,
73373,ACEITE LABIAL CHER DIECIOCHO OFF WHITE X1 UNIDAD,14758.3,,,7798422002292,,,,,
73374,ACEITE LABIAL CHER DIECIOCHO CINNAMON  X1 UNIDAD,14758.3,,,7798422002308,,,,,
73612,Set Brochas - Profesional x12,54539.8,Fascino,CDIMEX SA,7798336943377,,,,Maquillaje,
64313,MASCARA PESTANA LAST SENSAT.FIRE ELECTRO BLACK WP,33321,,,41554096248,,,,,
53749,Labial Líquido Colorissimo Extra Volumen Sol de Verano,13108,VOGUE,VOGUE,7509552944365,,,,Labios,
73689,NEUTROGENA HYDRO BOOST GEL HIDRAT. LIMPIEZA X150ML,14465.3,Neutrogena,JOHNSON,7891010257149,,,,,
73413,Aspirador Nasal AN10 ,82399.6,SILFAB,SILFAB,7798028885008,,,,Cuidado de la Salud,
73251,Brocha de Polvo Cónica F04,15780.7,Fascino,CDIMEX SA,7798422006030,,,,Accesorios para Maquillaje,
73252,Brocha Triangular F07,15780.7,Fascino,CDIMEX SA,7798422009147,,,,Accesorios para Maquillaje,
73376,Delineador De Labios Dieciocho Plumper Lip Liner Red Velvet,6490.97,CHER,CDIMEX SA,7798422002322,,,,Labios,
73375,LABIAL CHER DIECIOCHO HYALURON LIP BALM X1 UNIDAD,13494.8,,,7798336948785,,,,,
73378,MASCARA CEJAS CHER DIECIOCHO LAMIANTOR BROWN X1UNI,8440.04,,,7798336948761,,,,,
73258,Pincel Punta Extrafina E11,11569.9,Fascino,CDIMEX SA,7798422006122,,,,Accesorios para Maquillaje,
73257,Pincel de Cejas E12,11569.9,Fascino,CDIMEX SA,7798422006108,,,,Accesorios para Maquillaje,
73256,Pincel Corto Sombreador de Parpados E14,11569.9,Fascino,CDIMEX SA,7798422006085,,,,Accesorios para Maquillaje,
73255,Pincel Delineador de Ojos E15,11569.9,Fascino,CDIMEX SA,7798422006078,,,,Maquillaje,
73254,Pincel Blender Cónico para Ojos E16,11569.9,Fascino,CDIMEX SA,7798422006061,,,,Accesorios para Maquillaje,
73253,Pincel Iluminador E19,12283.6,Fascino,CDIMEX SA,7798422006139,,,,Accesorios para Maquillaje,
73379,RUBOR CREMA CHER DIECIOCHO CREAM BLUSH X1 UNIDAD,9148.78,,,7798422002339,,,,,
73380,RUBOR CREMA CHER DIECIOCHO CREAM CONTOUR X1 UNIDAD,9148.78,,,7798422002353,,,,,
73301,EVO ORDENE UREA 5% COMBO 7X400 + PROBADOR,100815,,,7798064434710,,,,,
73605,Kit Evo Crema Hidratante x100ml + Cepillo,9005.13,Evo,Meg Line,7798064434888,,,,Cuidado de la Piel,
73606,Kit Evo Crema Humectante x100ml + Cepillo,9005.13,Evo,Meg Line,7798064434925,,,,Cuidado de la Piel,
73602,Kit Evo Crema Nutritiva x100ml + Cepillo,9005.13,Evo,Meg Line,7798064434901,,,,Cremas Corporales,
73604,Kit Evo Crema Reparadora x100ml + Cepillo,9005.13,Evo,Meg Line,7798064434918,,,,Cremas Corporales,
73607,Kit Evo Crema Revitalizante x100ml + Cepillo,9005.13,Evo,Meg Line,7798064434895,,,,Cremas Corporales,
73601,Neceser Evo Crema Humectante x400ml + Toalla ,29223.9,Evo,Meg Line,7798064435007,,,,Cuidado de la Piel,
73600,Neceser Evo Crema Nutritiva x400ml + Toalla ,29223.9,Evo,Meg Line,7798064434994,,,,Cuidado de la Piel,
73598,Neceser Evo Crema Ordeñe Hipoalergenica x400ml + Toalla ,30667.7,Evo,Meg Line,7798064434963,,,,Cremas Corporales,
73597,Neceser Crema Ordeñe Urea 5% x400ml + Toalla ,30667.7,Evo,Meg Line,7798064434956,,,,Cremas Corporales,
73779,Set x3 Cepillos Soft Mini (Naranja + Lila + Azul),13827,Evo,Meg Line,7798064434932,,,,Accesorios para el Cabello,
73780,Set x3 Cepillos Soft Mini (Verde + Celeste + Violeta),13827,Evo,Meg Line,7798064434949,,,,Accesorios para el Cabello,
73539,BENITO FERNANDEZ MALDITAS  (M) EDP 100 ML,46020.9,Benito Fernandez,AMURRIO,7798014759382,,,,,
73749,BENITO FER. MALDITAS (M) NECESER (EDPx100+EDPx18),64588.4,Benito Fernandez,AMURRIO,7798014759481,,,,,
73096,KEVINGSTON KEEP WILD DESODORANTE AEROSOL X160,5806.28,,,7798322504193,7798197511838,,,,
73157,MIMO&CO BABY NECESER (COLONIA X110ML + ACCESORIO),30751.8,Mimo&Co,AMURRIO,7798014759269,,,,,
73156,MIMO&CO GIRLS NECESER (B.SPLASH x220ML+ACCESORIO),30191.4,Mimo&Co,AMURRIO,7798014759115,,,,,
73076,ONA SAEZ MITO (M) EDP X100 ML,49181.9,,,7798014759290,,,,,
73750,Set Bandolera One Saez Edp x100 + Edp 18,75002.7,ONE SAEZ,,7798014759443,,,,Fragancia Femenina,
73751,Set Bandolera ONE SAEX MITO + Edpx100 + Edpx18 ,75002.7,ONE SAEZ,,7798014759436,,,,Fragancia Femenina,
73396,Crema de Peinar Hialurónico y Vitamina A,4896.11,Sedal,UNILEVER,7791293050577,,,,Cuidado del Cabello,
43923,VERTIENTE GEISHA(B.LOTIONx100+B.SPLASH x100ML),25652.3,,,7793487061840,,,,,
73618,"Estuche Vertiente  Aqua Di Vertiente ""Rio""",31306.2,Vertiente,SAINT JULIEN,7793487061857,,,,Fragancia Femenina,
55820,"Estuche Vertiente Aqua Di Vertiente ""Flores de Oriente""",31306.2,Vertiente,SAINT JULIEN,7793487061864,,,,,
73166,TEU&BANY MAJESTIC ELEGANCE BODY MIST X250 ML,28517,,,7798440090172,,,,,
73167,TEU&BANY MAJESTIC NIGHTDREAM BODY MIST X250 ML,28517,,,7798440090202,,,,,
73164,Body Splash Teu&Bany Majestic Sweet ,28517,TEU & BANY,,7798440090196,,,,,
73165,TEU&BANY MAJESTIC WHISPER BODY MIST X250 ML,28517,,,7798440090189,,,,,
73177,Crema Cuerpo Teu&Bany Majestic Elegance ,16923.7,TEU & BANY,,7798440090233,,,,Cremas Corporales,
73178,Crema Cuerpo Teu&Bany Majestic Nightdream,16923.7,TEU & BANY,,7798440090240,,,,Cremas Corporales,
73168,Crema Cuerpo Teu&Bany Majestic Sweet ,16923.7,TEU & BANY,,7798440090219,,,,Cremas Corporales,
73175,Crema Cuerpo Teu&Bany Majestic Whisper ,16923.7,,,7798440090226,,,,Cremas Corporales,
73180,Gel De Baño Teu&Bany Majestic Elegance,17856.5,TEU & BANY,,7798440090257,,,,Corporal,
73181,Gel de Baño Teu&Bany  Majestic Nightdream ,17856.5,TEU & BANY,,7798440090271,,,,Corporal,
73171,Gel De Baño Teu&Bany Majestic Sweet,17856.5,TEU & BANY,,7798440090288,,,,Cremas Corporales,
73179,Gel De Baño Teu&Bany Majestic Whisper,17856.5,TEU & BANY,,7798440090264,,,,Cremas Corporales,
73652,Afnan 9AM Dive Blue,141711,AFNAN,,6290171072836,,,,Fragancia Unisex,
73651,9am White EDP Afnan 100ml,141711,AFNAN,,6290171002345,,,,Fragancia Unisex,
73650,Afnan 9pm Black ,141711,AFNAN,,6290171002338,,,,Fragancia Unisex,
73653,Rojo Turathi Afnan EDP x90ml,167713,AFNAN,,6290171070597,,,,Fragancia Unisex,
73655,Al Wataniah Amethyst Eau de Parfum,76706,AL WATANIAH,,5055810039028,,,,Fragancia Femenina,
73215,Al Wataniah Tibyan Edp ,76706,AL WATANIAH,,5055810042806,,,,Fragancia Femenina,
73214,Hayaati Florence Lattafa,95934.6,LATTAFA,,6290360593180,,,,Fragancia Femenina,
73656,Lattafa Atlas Eau de Parfum ,133898,LATTAFA,,6290360593722,,,,Fragancia Femenina,
73660,Lattafa Ana Abiyedh Rouge Edp ,93984.4,LATTAFA,,6291107454412,,,,Fragancia Femenina,
73657,Lattafa Ajwad Pink To Pink Edp ,125187,LATTAFA,,6290360597133,,,,Fragancia Femenina,
72564,Cher Mix Be Bold Edt ,46789.5,,,7798422004425,,,,Fragancia Femenina,
73538,Body Splash Cher Body Splash Dieciocho ,26608.3,CHER,CDIMEX SA,7798422003350,,,,,
73363,Set De Perfume Sarkany Dragoness Sublime Edp + Body Spl 50 100 Cc,58490.1,Sarkany,,7798422009468,,,,Fragancia Femenina,
69305,Estuche Sarkany Dragoness Le Parfum x 100 ml + Body Splash,63690.4,Sarkany,,7798422009482,,,,Fragancia Femenina,
73362,Tucci Incanto Dolce Pistacchio 100Ml + Body Splash 50ml,42889.3,TUCCI,,7798422008973,,,,Fragancia Femenina,
73361,Tucci Nero Riserva Parfum 100Ml + Body Splash 50Ml,51989.8,TUCCI,,7798422009383,,,,Fragancia Femenina,
73731,Adolfo Dominguez Neroli Ecstasy Edp ,62674,Adolfo Dominguez,Puig Argentina,8410190636231,,,,Fragancia Femenina,
73732, Adolfo Dominguez Rosa Spicy EDP,62674,Adolfo Dominguez,Puig Argentina,8410190636187,,,,Fragancia Femenina,
73733,Adolfo Dominguez Sándalo Sacro EDP,62674,Adolfo Dominguez,Puig Argentina,8410190636255,,,,Fragancia Femenina,
73739,Agatha Ruiz de la Prada Look Fun Eau de Toilette ,33475.5,Agatha Ruiz de la Prada,Puig Argentina,8410225554196,,,,Fragancia Femenina,
72789,The Icon Supreme Woman EDP ,36985.8,BANDERA,,8411061124239,,,,Fragancia Femenina,
72968,Kiss Honey Edt,33802.7,SHAKIRA,Puig Argentina,8411061105276,,,,Fragancia Femenina,
73815,Acondicionador UV Repair & Glow ,6190.16,DOVE,UNILEVER,7891150103474,,,,Cuidado del Cabello,
73819,Serum Oleo Capilar UV Repair & Glow ,11817.2,DOVE,UNILEVER,7891150103504,,,,Tratamiento y Reparación,
73821,Shampoo UV Repair & Glow,5649.3,DOVE,UNILEVER,7891150104822,,,,Cuidado del Cabello,
73822,Shampoo UV Repair & Glow 400 ml,7390.1,DOVE,UNILEVER,7891150104839,,,,Cuidado del Cabello,
73816,Máscara De Tratamiento UV Repair & Glow ,9355.38,DOVE,UNILEVER,7891150103481,,,,Tratamiento y Reparación,
55280,Protector Solar Mineral Brush FPS30 ,25272,HAWAIIAN TROPIC,BUHL,75486138899,,,,Protectores Solares,
69598,Gel After Sun ,4973.23,Zono,BUHL,7790299004010,,,,Post Solares,
73515,Protector Solar Ozono FPS50 ,15974,HAWAIIAN TROPIC,BUHL,75486089122,,,,Protección Solar,
67393,VILLENEUVE PROTECTOR FPS50 CREMA X250,19842.2,,,7793008018032,,,,,
73152,Serum Night Eryfotona ,120663,ISDIN,ISDIN PERFUMERIA,8429420285064,,,,Sérum,
73149,FOTOPROTECTOR ISDIN PEDIATRICS STICK FPS50 X20grs,72385.5,,,8429420307988,,,,,
73150,FOTOPROTEC.ISDIN PEDIATRICS STICK REP.FPS50X20grs,61528,,,8429420307995,,,,,
57485,Protector Facial Fluido Color Summer Glow Tono 2 ,13925.6,RAYITO DE SOL,SISCOM ARG.,7796045102641,,,,Protectores Solares,
49332,Protector Facial Fluido Color Nude Tono 1 ,13925.6,RAYITO DE SOL,SISCOM ARG.,7796045102634,,,,Bronceadores,
73248,Tratamiento Antiarrugas Con Ácido Hialurónico Tortulan ,8770.43,Tortulan,SISC,7796045750057,,,,Cuidado de la Piel,
73249,Emulsión Hidratante Antiarrugas Día Fps15,8770.43,Tortulan,SISC,7796045750064,,,,Cremas y Máscaras Faciales,
73572,Crema Blanqueadora Tortulan,12281.5,Tortulan,SISC,7796045750071,,,,Cuidado de la Piel,
73573, Gel Crema Hidratante C/vitamina C Y Retinol Tortulan,7517.63,Tortulan,SISC,7796045602462,,,,,
73250,Loción Astringente Tortulan ,6662.82,Tortulan,SISC,7796045730110,,,,Cuidado de la Piel,
73079,POLO CLUB WELLINGTON (H) NEGRO PACK EDP + DEO,36542.6,Polo Club,PADOC (ACTIVE COSM.),7798332023417,,,,,
58152,ILUMINADOR LUMI LES STICKS 635 GOLDEN COUTURE,41832.3,,,3600524192600,,,,,
60417,ILUMINADOR LUMI LES STICKS 630 CREAM CHIC,41832.3,,,3600524192594,,,,,
73785,ILUMINADOR LUMI LES STICKS 620 PINK BALLET,41832.3,,,3600524192570,,,,,
73784,ILUMINADOR LUMI LES STICKS 610 PEARL ECLAT,41832.3,,,3600524192556,,,,,
72842,ILUMINADOR LUMI GLOTION 904 DEEP GLOW,46047.3,,,3600524150587,,,,,
72841,ILUMINADOR LUMI GLOTION 903 MEDIUM GLOW,46047.3,,,3600524150570,,,,,
72917,ILUMINADOR LUMI GLOTION 902 LIGHT GLOW 260,46047.3,,,3600524150563,,,,,
72916,ILUMINADOR LUMI GLOTION 901 FAIR GLOW 260,46047.3,,,3600524150556,,,,,
63011,BASE TRUE MATCH 4-5 MEDIUM,57562,,,3600523989928,,,,,
71320,RUBOR LIQUIDO LUMI BLUSH ROUGE PARIS 640,43744.4,,,30188563,,,,,
71319,RUBOR LIQUIDO LUMI BLUSH GLWY WORHTIT MED. 635,43744.4,,,30188556,,,,,
71318,RUBOR LIQUIDO LUMI BLUSH GLWY TRUE ROSE 630,43744.4,,,30188532,,,,,
71317,RUBOR LIQUIDO LUMI BLUSH GLWY WARM PEACH 627,43744.4,,,30188525,,,,,
71316,RUBOR LIQUIDO LUMI BLUSH GLWY GOLD PINK 625,43744.4,,,30188501,,,,,
72925,CORRECTOR TRUE MATCH RADIANT CONCEALER 5D INTER,41441.4,,,30188266,,,,,
72924,CORRECTOR TRUE MATCH RADIANT CONCEALER 4N INTER,41441.4,,,30188242,,,,,
73788,CORRECTOR TRUE MATCH RADIANT CONCEALER 3R INTER,41441.4,,,30188235,,,,,
